age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status,processing_time_days
27.0,Sweden,New Zealand,Single,0.0,Bachelor,Driver,3.0,Job Offer,High,TOEFL 85,Work,730,Clean,US,Work,0,Clear,Passed,68,Paid,75
62.0,China,Ireland,Married,0.0,High School,Technician,5.0,Family Sponsor,High,TOEFL 90,Work,730,Clean,UK,Work,2,Clear,Passed,72,Pending,95
39.0,France,Philippines,Single,3.0,Bachelor,Developer,11.0,Unknown,Medium,TOEFL 115,Work,730,Clean,UK,Work,0,Clear,Passed,72,Paid,74
24.0,Ghana,Algeria,Divorced,1.0,High School,Technician,36.0,University Admission,Medium,IELTS 7.0,Family,30,Clean,Germany,Family,0,Clear,Pending,85,Paid,48
47.0,South Africa,Peru,Married,2.0,Bachelor,Manager,22.0,Job Offer,Low,TOEFL 98,Work,730,Previous Visa,US,Work,0,Clear,Passed,94,Paid,72
34.0,Ethiopia,Turkey,Single,4.0,Bachelor,Designer,9.0,Family Sponsor,Low,IELTS 5.5,Study,365,Clean,US,Student,1,Clear,Passed,74,Paid,73
48.0,Indonesia,Bangladesh,Married,3.0,Bachelor,Designer,9.0,Job Offer,High,IELTS 8.0,Study,365,Previous Visa,UK,Student,1,Clear,Passed,82,Paid,76
36.0,Norway,Thailand,Married,4.0,High School,Driver,7.0,Family Sponsor,High,TOEFL 112,Family,30,Previous Visa,US,Family,0,Clear,Passed,72,Paid,46
24.0,China,Mexico,Single,2.0,Master,Sales,27.0,University Admission,Medium,IELTS 6.0,Family,30,Rejected,Canada,Family,1,Clear,Passed,80,Waived,54
42.0,Honduras,Pakistan,Divorced,0.0,PhD,Student,23.0,Job Offer,Medium,TOEFL 67,Study,365,Clean,Australia,Student,0,Clear,Failed,63,Paid,71
56.0,Paraguay,Argentina,Single,4.0,Bachelor,Manager,24.0,Job Offer,High,IELTS 6.5,Work,730,Clean,Germany,Work,0,Clear,Passed,93,Paid,74
52.0,Uruguay,Ireland,Single,5.0,Bachelor,Manager,1.0,Family Sponsor,Low,TOEFL 66,PR,30,Rejected,Canada,PR,0,Clear,Passed,71,Paid,48
56.0,Venezuela,Honduras,Married,5.0,Bachelor,Artist,36.0,University Admission,Medium,TOEFL 108,Family,30,Clean,Australia,Family,0,Clear,Passed,78,Paid,40
20.0,Norway,Germany,Single,3.0,PhD,Chef,22.0,Job Offer,High,TOEFL 109,Tourism,30,Clean,Australia,Visitor,1,Clear,Passed,62,Paid,56
35.0,Morocco,Brazil,Single,5.0,High School,Nurse,3.0,Job Offer,Medium,TOEFL 77,PR,30,Previous Visa,UK,PR,2,Clear,Passed,90,Paid,50
63.0,Switzerland,Argentina,Married,3.0,PhD,Developer,38.0,Job Offer,Low,IELTS 8.0,PR,30,Rejected,Australia,PR,0,Clear,Passed,95,Paid,43
47.0,Uruguay,Indonesia,Married,0.0,Master,Manager,37.0,Family Sponsor,Medium,TOEFL 67,Work,730,Rejected,Australia,Work,2,Clear,Pending,71,Paid,85
30.0,Morocco,Portugal,Married,2.0,Bachelor,Student,7.0,Unknown,Medium,Unknown,Family,30,Rejected,US,Family,0,Clear,Passed,98,Paid,43
24.0,Singapore,Argentina,Married,1.0,Bachelor,Developer,38.0,Unknown,Medium,TOEFL 68,Work,730,Previous Visa,Germany,Work,0,Clear,Passed,71,Paid,79
22.0,Oman,Vietnam,Single,3.0,High School,Driver,19.0,Family Sponsor,Medium,TOEFL 96,Study,365,Clean,US,Student,0,Clear,Passed,74,Paid,76
27.0,Brazil,Paraguay,Single,2.0,Bachelor,Driver,34.0,Job Offer,Low,TOEFL 65,PR,30,Clean,US,PR,1,Clear,Passed,77,Paid,53
28.0,Switzerland,Kuwait,Divorced,3.0,Bachelor,Manager,19.0,Unknown,Low,TOEFL 106,Family,30,Previous Visa,Germany,Family,0,Clear,Passed,75,Paid,47
18.0,Pakistan,Denmark,Divorced,4.0,Bachelor,Designer,2.0,Unknown,Medium,Unknown,Tourism,30,Clean,US,Visitor,0,Clear,Passed,88,Paid,47
48.0,Switzerland,Spain,Married,2.0,Bachelor,Sales,-3.0,Family Sponsor,Low,IELTS 7.0,Tourism,30,Rejected,Germany,Unknown,0,Clear,Passed,60,Paid,48
53.0,UK,Brazil,Single,5.0,High School,Driver,28.0,Job Offer,High,TOEFL 115,PR,30,Clean,Canada,PR,0,Clear,Passed,94,Paid,37
22.0,Australia,Kuwait,Single,2.0,Bachelor,Doctor,8.0,Family Sponsor,High,IELTS 7.0,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,67,Paid,74
40.0,Saudi Arabia,Turkey,Single,5.0,Bachelor,Teacher,16.0,Job Offer,Low,TOEFL 89,Study,365,Clean,Canada,Student,1,Clear,Passed,84,Paid,76
44.0,Belgium,China,Married,1.0,Bachelor,Driver,9.0,Unknown,High,IELTS 5.5,Study,365,Clean,UK,Student,0,Clear,Passed,72,Paid,69
63.0,Netherlands,Netherlands,Married,5.0,Bachelor,Accountant,1.0,Family Sponsor,High,TOEFL 82,Tourism,30,Previous Visa,US,Visitor,0,Clear,Passed,74,Paid,48
29.0,Belgium,Austria,Married,2.0,Bachelor,Nurse,19.0,Family Sponsor,Medium,IELTS 8.5,Family,30,Previous Visa,UK,Family,0,Clear,Passed,99,Paid,45
60.0,Algeria,Nepal,Single,5.0,Bachelor,Chef,27.0,Unknown,High,TOEFL 68,Tourism,30,Clean,US,Visitor,0,Clear,Passed,81,Paid,46
43.0,Indonesia,Ireland,Married,5.0,Bachelor,Artist,31.0,Job Offer,High,IELTS 8.5,Family,30,Previous Visa,US,Family,0,Clear,Pending,72,Pending,42
43.0,UAE,Ghana,Single,0.0,Bachelor,Teacher,0.0,Unknown,Medium,IELTS 5.0,Study,365,Previous Visa,Australia,Student,0,Clear,Pending,70,Paid,73
62.0,South Africa,Denmark,Single,0.0,Bachelor,Student,37.0,Job Offer,Low,IELTS 5.5,Work,730,Previous Visa,US,Work,1,Clear,Pending,94,Paid,81
55.0,Switzerland,Portugal,Married,5.0,High School,Developer,24.0,Family Sponsor,Medium,TOEFL 85,Study,365,Previous Visa,Australia,Student,1,Clear,Passed,100,Paid,75
61.0,South Africa,Canada,Single,0.0,Bachelor,Teacher,26.0,University Admission,Medium,IELTS 7.5,Family,30,Previous Visa,UK,Family,0,Clear,Passed,61,Paid,46
62.0,Indonesia,Oman,Divorced,4.0,Master,Developer,17.0,Job Offer,High,IELTS 7.5,Family,30,Clean,Germany,Family,0,Clear,Passed,83,Paid,41
21.0,Norway,Vietnam,Single,0.0,Bachelor,Sales,19.0,Family Sponsor,Medium,IELTS 7.5,PR,30,Previous Visa,US,PR,0,Clear,Passed,70,Paid,50
37.0,Pakistan,Chile,Married,0.0,High School,Developer,12.0,Job Offer,Low,IELTS 8.0,Work,730,Clean,US,Work,0,Clear,Passed,64,Paid,76
55.0,Pakistan,Colombia,Married,2.0,Bachelor,Sales,30.0,Family Sponsor,Low,TOEFL 103,Family,30,Clean,Canada,Family,3,Clear,Pending,90,Paid,63
32.0,Uruguay,Switzerland,Single,3.0,Bachelor,Farmer,40.0,Family Sponsor,High,IELTS 8.0,Work,730,Clean,US,Work,0,Clear,Passed,67,Paid,81
34.0,Morocco,China,Single,0.0,PhD,Driver,15.0,University Admission,Low,Unknown,Tourism,30,Clean,US,Visitor,0,Clear,Passed,83,Paid,46
38.0,Germany,Kenya,Single,5.0,Master,Artist,20.0,University Admission,High,IELTS 7.0,PR,30,Clean,Canada,PR,1,Minor Offense,Passed,64,Paid,52
39.0,Portugal,Mexico,Divorced,0.0,Master,Developer,1.0,Unknown,Low,TOEFL 63,PR,30,Rejected,US,Visitorrr,0,Clear,Passed,98,Paid,39
57.0,Tunisia,Finland,Single,1.0,Bachelor,Chef,38.0,Unknown,Medium,IELTS 8.0,Tourism,30,Clean,US,Visitor,1,Clear,Passed,61,Paid,60
29.0,South Korea,Honduras,Single,3.0,Master,Sales,1.0,University Admission,Low,IELTS 5.5,Study,365,Clean,Australia,Student,0,Clear,Passed,77,Paid,66
41.0,China,Spain,Married,4.0,High School,Accountant,35.0,Family Sponsor,Low,TOEFL 92,Work,730,Clean,US,Work,1,Clear,Pending,89,Paid,75
29.0,China,Honduras,Single,5.0,Bachelor,Developer,27.0,Job Offer,Low,TOEFL 106,Work,730,Clean,Germany,Work,1,Clear,Pending,60,Paid,83
37.0,Qatar,Spain,Single,1.0,High School,Student,10.0,University Admission,Medium,Unknown,Work,730,Clean,Germany,Work,0,Clear,Passed,71,Paid,77
34.0,Bangladesh,Kuwait,Married,2.0,High School,Accountant,15.0,Family Sponsor,Medium,IELTS -1.0,Tourism,30,Rejected,Germany,Visitorrr,1,Clear,Passed,61,Paid,61
47.0,Pakistan,Nepal,Married,5.0,High School,Technician,20.0,Family Sponsor,High,Unknown,Work,730,Clean,Canada,Work,0,Clear,Passed,88,Paid,71
58.0,Algeria,Tunisia,Single,4.0,High School,Farmer,22.0,Job Offer,Low,TOEFL 89,Work,730,Previous Visa,Germany,Work,0,Clear,Passed,73,Paid,77
31.0,Greece,Greece,Single,4.0,Bachelor,Accountant,20.0,Job Offer,Medium,IELTS 7.5,Study,365,Previous Visa,US,Student,0,Clear,Passed,100,Pending,61
48.0,Ghana,Mexico,Married,1.0,Bachelor,Technician,8.0,Unknown,Medium,TOEFL 86,Family,30,Previous Visa,US,Family,2,Clear,Passed,78,Pending,58
27.0,US,Venezuela,Single,4.0,Bachelor,Technician,18.0,Job Offer,Medium,Unknown,Study,365,Previous Visa,US,Student,0,Clear,Passed,85,Pending,67
46.0,Austria,Qatar,Widowed,2.0,High School,Teacher,39.0,University Admission,High,Unknown,Work,730,Clean,UK,Work,0,Clear,Passed,73,Paid,79
35.0,Malaysia,Germany,Married,1.0,Master,Accountant,34.0,Unknown,Medium,TOEFL 110,Study,365,Clean,UK,Student,0,Clear,Passed,74,Paid,71
20.0,Morocco,Spain,Single,1.0,Bachelor,Farmer,19.0,Job Offer,High,TOEFL 100,PR,30,Clean,Germany,PR,0,Clear,Passed,75,Paid,38
54.0,Denmark,Singapore,Married,1.0,Bachelor,Student,38.0,Job Offer,High,TOEFL 90,Work,730,Clean,Canada,Work,0,Clear,Failed,74,Pending,71
45.0,US,Austria,Single,1.0,High School,Manager,16.0,Unknown,Medium,IELTS 5.5,Tourism,30,Previous Visa,US,Visitor,0,Clear,Failed,63,Paid,53
38.0,Singapore,Norway,Married,2.0,Bachelor,Artist,25.0,University Admission,Medium,TOEFL 90,Work,730,Clean,Germany,Work,0,Clear,Passed,69,Paid,70
27.0,Portugal,UK,Married,0.0,Bachelor,Accountant,40.0,Unknown,Low,TOEFL 109,Work,730,Previous Visa,US,Work,0,Clear,Passed,100,Paid,69
36.0,Netherlands,Thailand,Single,1.0,Master,Farmer,25.0,Unknown,Medium,TOEFL 67,Study,365,Clean,Canada,Student,0,Clear,Passed,95,Paid,64
36.0,Norway,Colombia,Married,3.0,Bachelor,Designer,23.0,Job Offer,Low,TOEFL 96,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,96,Paid,45
37.0,Honduras,Pakistan,Married,0.0,Master,Farmer,21.0,Job Offer,Low,IELTS 8.0,PR,30,Clean,Canada,PR,0,Clear,Passed,94,Paid,39
30.0,Italy,Ghana,Married,3.0,High School,Sales,24.0,University Admission,Medium,IELTS 7.5,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,96,Paid,73
65.0,Ghana,Brazil,Single,2.0,Bachelor,Designer,10.0,University Admission,Low,Unknown,Study,365,Previous Visa,UK,Student,0,Minor Offense,Passed,97,Paid,64
27.0,Saudi Arabia,Qatar,Widowed,2.0,PhD,Accountant,-3.0,Unknown,High,IELTS 5.5,Tourism,30,Rejected,Australia,Visitor,0,Clear,Passed,98,Paid,46
44.0,Austria,Poland,Single,3.0,High School,Doctor,36.0,Job Offer,High,Unknown,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,73,Paid,76
37.0,UAE,Pakistan,Single,5.0,Master,Developer,23.0,Job Offer,Low,IELTS 7.0,Family,30,Clean,Canada,Family,0,Clear,Passed,100,Paid,36
54.0,India,Saudi Arabia,Widowed,0.0,Bachelor,Artist,36.0,Family Sponsor,Medium,IELTS 5.0,Work,730,Clean,US,Work,2,Clear,Passed,72,Paid,90
51.0,South Korea,France,Married,2.0,Bachelor,Chef,30.0,Job Offer,Medium,IELTS 8.0,Study,365,Clean,UK,Student,0,Clear,Passed,100,Pending,63
53.0,Japan,Italy,Single,3.0,Master,Artist,32.0,Job Offer,Medium,TOEFL 77,Work,730,Previous Visa,US,Work,0,Clear,Passed,72,Paid,76
41.0,Mexico,Turkey,Married,4.0,Bachelor,Engineer,32.0,Job Offer,High,IELTS 7.0,Work,730,Clean,Australia,Work,0,Clear,Passed,93,Paid,68
39.0,Argentina,Vietnam,Single,4.0,High School,Sales,29.0,University Admission,Medium,Unknown,Special,30,Rejected,US,Special,0,Clear,Passed,62,Paid,46
37.0,Greece,Ireland,Single,4.0,Bachelor,Student,32.0,Job Offer,Low,TOEFL 66,Study,365,Clean,Germany,Student,0,Clear,Pending,97,Paid,66
34.0,Ireland,Ethiopia,Divorced,3.0,Master,Nurse,33.0,Unknown,Medium,Unknown,Study,365,Clean,UK,Student,0,Clear,Passed,67,Paid,72
34.0,Tunisia,Denmark,Single,4.0,High School,Farmer,25.0,Unknown,High,IELTS 5.0,Work,730,Clean,US,Work,0,Minor Offense,Pending,84,Paid,70
31.0,Argentina,Vietnam,Single,4.0,High School,Developer,18.0,Unknown,Medium,IELTS 8.5,Family,30,Clean,Germany,Family,0,Clear,Passed,60,Paid,48
52.0,UK,Argentina,Single,5.0,High School,Accountant,15.0,Job Offer,Low,TOEFL 65,Work,730,Clean,US,Work,0,Clear,Passed,91,Pending,73
55.0,Venezuela,Colombia,Single,4.0,Bachelor,Doctor,30.0,Job Offer,Medium,TOEFL 96,Study,365,Clean,US,Student,0,Clear,Passed,93,Paid,62
62.0,Uruguay,South Africa,Married,5.0,High School,Manager,32.0,Job Offer,Medium,IELTS 5.5,Work,730,Clean,UK,Work,0,Clear,Passed,98,Paid,65
46.0,Thailand,Finland,Single,2.0,High School,Farmer,30.0,Job Offer,Low,IELTS 5.0,Work,730,Clean,Australia,Work,0,Clear,Passed,88,Paid,74
26.0,Unknown,Kenya,Widowed,2.0,Bachelor,Driver,14.0,Unknown,Medium,TOEFL 106,Work,730,Rejected,US,Work,0,Clear,Passed,86,Pending,69
59.0,China,India,Single,5.0,Master,Developer,17.0,Family Sponsor,Low,TOEFL 82,Family,30,Clean,Germany,Family,0,Clear,Pending,73,Paid,45
43.0,China,Denmark,Single,1.0,PhD,Manager,26.0,Unknown,High,TOEFL 96,Family,30,Clean,Canada,Family,0,Clear,Passed,66,Paid,46
51.0,Ghana,Morocco,Married,2.0,Bachelor,Artist,22.0,University Admission,Medium,TOEFL 63,Family,30,Clean,Canada,Family,0,Clear,Failed,100,Paid,38
55.0,Italy,Germany,Single,0.0,Master,Teacher,27.0,Job Offer,High,IELTS 6.0,Family,30,Clean,UK,Family,0,Clear,Passed,90,Pending,46
38.0,Kenya,Ethiopia,Divorced,3.0,Master,Analyst,21.0,Family Sponsor,Low,TOEFL 104,Study,365,Clean,Australia,Student,2,Clear,Passed,96,Paid,76
57.0,Colombia,Turkey,Divorced,2.0,High School,Engineer,40.0,University Admission,Medium,IELTS 6.5,Work,730,Clean,UK,Work,1,Clear,Passed,75,Paid,79
35.0,Germany,Australia,Single,5.0,Master,Manager,31.0,Family Sponsor,Medium,TOEFL 98,Family,30,Previous Visa,UK,Family,0,Clear,Passed,97,Paid,42
30.0,Poland,Sri Lanka,Single,1.0,Master,Technician,22.0,University Admission,Medium,TOEFL 84,Tourism,30,Previous Visa,Canada,Visitor,1,Clear,Passed,81,Paid,56
59.0,Algeria,Algeria,Married,5.0,Bachelor,Sales,34.0,Unknown,High,TOEFL 112,Work,730,Clean,US,Work,0,Clear,Passed,96,Pending,71
43.0,Mexico,Japan,Married,2.0,Bachelor,Analyst,7.0,Job Offer,Medium,IELTS 5.0,Family,30,Clean,UK,Family,0,Clear,Passed,64,Paid,48
27.0,Uruguay,Algeria,Married,2.0,Bachelor,Designer,5.0,Job Offer,Medium,IELTS 8.5,Tourism,30,Clean,US,Visitor,0,Clear,Failed,74,Waived,48
25.0,Sweden,Spain,Married,1.0,High School,Student,11.0,Family Sponsor,Low,IELTS 6.5,PR,30,Previous Visa,UK,PR,2,Clear,Passed,68,Paid,57
28.0,China,Brazil,Married,4.0,High School,Teacher,31.0,Family Sponsor,High,IELTS 7.0,Family,30,Rejected,Australia,Family,0,Clear,Passed,81,Paid,48
55.0,Algeria,Nigeria,Married,0.0,High School,Sales,17.0,Unknown,Medium,TOEFL 95,Tourism,30,Clean,Australia,Visitor,0,Clear,Passed,80,Paid,45
38.0,Kuwait,Belgium,Married,2.0,High School,Artist,34.0,University Admission,Medium,IELTS 8.0,Work,730,Rejected,Canada,Work,1,Clear,Failed,69,Paid,77
62.0,Sweden,Philippines,Single,5.0,Bachelor,Accountant,25.0,Unknown,Medium,IELTS 7.0,Work,730,Clean,Germany,Work,0,Clear,Passed,69,Waived,74
34.0,Austria,Greece,Single,2.0,High School,Accountant,40.0,University Admission,High,IELTS 7.0,Study,365,Previous Visa,US,Student,0,Clear,Passed,63,Paid,74
62.0,Chile,Uruguay,Divorced,0.0,PhD,Accountant,39.0,Job Offer,High,Unknown,Family,30,Clean,Canada,Unknown,0,Clear,Passed,81,Waived,37
62.0,Argentina,Switzerland,Divorced,2.0,PhD,Farmer,30.0,Unknown,Medium,TOEFL 67,Tourism,30,Rejected,Canada,Visitor,1,Clear,Pending,66,Paid,56
21.0,Uruguay,Tunisia,Single,1.0,Bachelor,Sales,25.0,Unknown,Medium,TOEFL 91,Study,365,Clean,UK,Student,2,Clear,Passed,66,Paid,88
53.0,Colombia,Portugal,Divorced,1.0,High School,Engineer,5.0,Job Offer,Medium,Unknown,Family,30,Clean,Australia,Family,0,Clear,Passed,89,Pending,38
55.0,Brazil,Indonesia,Married,4.0,High School,Sales,14.0,University Admission,Low,TOEFL 88,Work,730,Rejected,Canada,Work,0,Clear,Failed,80,Paid,74
29.0,Argentina,New Zealand,Single,5.0,Bachelor,Engineer,21.0,Job Offer,High,Unknown,Study,365,Rejected,US,Student,1,Clear,Passed,65,Paid,79
40.0,Guatemala,UAE,Married,3.0,PhD,Student,13.0,Job Offer,Low,IELTS 5.5,PR,30,Clean,US,PR,1,Clear,Passed,72,Paid,52
35.0,Turkey,Guatemala,Single,3.0,Bachelor,Chef,20.0,University Admission,Medium,TOEFL 82,Study,365,Clean,US,Student,1,Clear,Passed,82,Pending,77
39.0,Sweden,UK,Married,0.0,Master,Farmer,17.0,Family Sponsor,Medium,IELTS 6.0,Family,30,Clean,Australia,Family,0,Clear,Pending,80,Paid,40
39.0,Ghana,Pakistan,Single,0.0,PhD,Teacher,28.0,University Admission,High,TOEFL 68,Tourism,30,Clean,Canada,Visitor,2,Clear,Passed,71,Paid,67
62.0,Italy,Mexico,Married,4.0,Bachelor,Technician,34.0,Family Sponsor,Medium,TOEFL 95,Study,365,Clean,Australia,Student,0,Clear,Passed,81,Pending,65
48.0,Poland,Venezuela,Divorced,2.0,Master,Driver,32.0,University Admission,Low,IELTS 8.0,Tourism,30,Clean,US,Visitor,0,Clear,Passed,70,Paid,49
49.0,South Africa,Morocco,Single,2.0,High School,Farmer,31.0,Job Offer,High,TOEFL 76,Special,30,Clean,Canada,Special,0,Clear,Passed,67,Paid,45
27.0,Indonesia,Philippines,Married,5.0,Bachelor,Artist,8.0,Job Offer,Low,IELTS 6.0,Family,30,Previous Visa,US,Family,0,Clear,Passed,82,Paid,44
56.0,Argentina,UAE,Married,4.0,Bachelor,Accountant,24.0,Job Offer,Medium,IELTS 7.0,Family,30,Clean,UK,Family,0,Minor Offense,Passed,90,Paid,37
24.0,Netherlands,Sri Lanka,Single,0.0,Master,Analyst,21.0,Family Sponsor,Low,IELTS 6.5,Work,730,Clean,UK,Work,0,Clear,Passed,91,Pending,76
40.0,Greece,Uruguay,Married,3.0,Bachelor,Designer,15.0,Job Offer,High,IELTS 8.0,Study,365,Previous Visa,Canada,Student,2,Clear,Passed,72,Waived,83
55.0,Vietnam,Italy,Married,2.0,Master,Chef,12.0,University Admission,High,Unknown,Work,730,Clean,US,Work,0,Clear,Passed,76,Paid,77
34.0,Germany,New Zealand,Married,3.0,Bachelor,Analyst,11.0,Job Offer,Low,IELTS 7.0,Study,365,Clean,Australia,Student,1,Clear,Passed,62,Paid,75
56.0,Philippines,Ireland,Married,2.0,Bachelor,Engineer,0.0,Job Offer,Medium,TOEFL 113,Tourism,30,Clean,Canada,Visitor,1,Clear,Passed,87,Paid,53
23.0,Pakistan,Kuwait,Single,0.0,High School,Sales,2.0,Job Offer,Medium,Unknown,Work,730,Clean,Australia,Work,0,Clear,Pending,66,Paid,70
59.0,Paraguay,Finland,Single,4.0,Bachelor,Teacher,6.0,Job Offer,Medium,IELTS 5.5,Family,30,Previous Visa,US,Family,0,Clear,Passed,61,Paid,50
47.0,Singapore,Netherlands,Married,3.0,High School,Chef,5.0,Job Offer,Medium,IELTS 8.5,Study,365,Previous Visa,Canada,Student,1,Clear,Passed,72,Paid,74
38.0,Spain,Austria,Married,2.0,High School,Engineer,25.0,Job Offer,Medium,Unknown,Work,730,Clean,UK,Work,1,Clear,Passed,95,Paid,74
36.0,Finland,Ghana,Widowed,3.0,High School,Teacher,12.0,Unknown,Low,IELTS 5.5,Study,365,Rejected,US,Student,0,Clear,Passed,73,Paid,72
62.0,Paraguay,Malaysia,Single,3.0,PhD,Sales,20.0,Job Offer,Low,TOEFL 70,Family,30,Clean,UK,Family,2,Clear,Passed,63,Paid,52
21.0,Vietnam,Malaysia,Divorced,3.0,Master,Artist,22.0,University Admission,Medium,TOEFL 66,Study,365,Rejected,Canada,Student,0,Clear,Pending,97,Paid,64
31.0,Singapore,Bangladesh,Single,0.0,High School,Technician,6.0,Job Offer,High,IELTS 5.5,Special,30,Clean,Australia,Special,0,Clear,Pending,81,Pending,49
48.0,Greece,Sweden,Married,2.0,Bachelor,Driver,26.0,Job Offer,Medium,TOEFL 85,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,95,Paid,67
18.0,Vietnam,Malaysia,Married,3.0,Master,Designer,3.0,Job Offer,Low,IELTS 7.0,Study,365,Clean,Australia,Student,0,Clear,Passed,77,Paid,66
18.0,Switzerland,Egypt,Single,3.0,Bachelor,Developer,16.0,University Admission,Medium,IELTS 5.0,Tourism,30,Clean,Australia,Visitor,0,Clear,Passed,66,Paid,54
31.0,Italy,South Korea,Single,3.0,High School,Driver,6.0,Job Offer,Low,TOEFL 75,Study,365,Clean,US,Student,0,Clear,Passed,99,Paid,61
60.0,Malaysia,US,Married,4.0,PhD,Chef,7.0,Unknown,Medium,IELTS 5.5,Tourism,30,Clean,US,Visitor,0,Clear,Failed,68,Paid,55
52.0,New Zealand,Finland,Single,5.0,Bachelor,Analyst,1.0,Unknown,Medium,IELTS 7.0,Study,365,Clean,US,Student,1,Clear,Passed,92,Paid,76
32.0,South Korea,Indonesia,Single,4.0,Bachelor,Student,18.0,Family Sponsor,Low,IELTS 8.0,PR,30,Clean,UK,PR,2,Clear,Passed,83,Paid,58
48.0,Japan,South Korea,Single,4.0,Bachelor,Artist,36.0,University Admission,Medium,IELTS 6.5,Study,365,Clean,UK,Student,0,Clear,Passed,86,Paid,64
18.0,Spain,South Korea,Married,4.0,Master,Doctor,13.0,Family Sponsor,Low,IELTS 7.5,Family,30,Rejected,Canada,Family,1,Clear,Failed,73,Paid,52
18.0,Oman,India,Single,0.0,Bachelor,Developer,22.0,Job Offer,High,TOEFL 78,Work,730,Clean,Canada,Work,1,Clear,Passed,83,Paid,79
62.0,US,South Korea,Married,5.0,Master,Technician,35.0,University Admission,High,TOEFL 103,PR,30,Previous Visa,Australia,PR,0,Clear,Passed,97,Paid,40
50.0,Italy,Vietnam,Single,4.0,High School,Accountant,27.0,Job Offer,High,IELTS 5.0,Tourism,30,Clean,Australia,Visitor,0,Clear,Passed,97,Paid,46
32.0,Belgium,Norway,Single,3.0,High School,Accountant,38.0,University Admission,Medium,TOEFL 101,Family,30,Rejected,Australia,Family,1,Clear,Passed,79,Paid,49
36.0,Indonesia,Thailand,Married,4.0,Bachelor,Accountant,40.0,University Admission,Medium,IELTS 6.0,Work,730,Clean,Canada,Work,2,Clear,Passed,85,Waived,85
48.0,Ethiopia,Uruguay,Single,3.0,Bachelor,Artist,11.0,Job Offer,Low,IELTS 8.5,PR,30,Rejected,UK,PR,0,Clear,Passed,78,Paid,46
48.0,Morocco,Italy,Married,4.0,Bachelor,Doctor,5.0,Job Offer,Medium,IELTS 5.0,Work,730,Clean,Canada,Work,1,Clear,Passed,68,Paid,90
54.0,Malaysia,Nepal,Single,1.0,Bachelor,Farmer,32.0,Job Offer,Medium,IELTS 7.0,Work,730,Clean,Germany,Work,0,Clear,Passed,77,Paid,70
50.0,US,Greece,Married,0.0,Master,Sales,13.0,University Admission,High,TOEFL 80,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,73,Paid,52
32.0,Kuwait,Sri Lanka,Single,2.0,Master,Chef,36.0,Unknown,Medium,TOEFL 79,Tourism,30,Clean,US,Visitor,0,Clear,Passed,60,Waived,54
59.0,Spain,Argentina,Married,2.0,Bachelor,Manager,4.0,Unknown,Medium,TOEFL 85,Work,730,Previous Visa,US,Work,1,Clear,Passed,72,Paid,84
47.0,Mexico,Thailand,Single,4.0,Master,Designer,15.0,Unknown,Medium,IELTS 8.0,Work,730,Clean,US,Work,0,Clear,Passed,98,Paid,71
32.0,Indonesia,Morocco,Married,0.0,Bachelor,Doctor,38.0,Job Offer,Medium,IELTS 6.5,Tourism,30,Previous Visa,UK,Visitor,0,Clear,Passed,70,Paid,49
43.0,Chile,Oman,Single,3.0,High School,Teacher,15.0,Job Offer,Medium,IELTS 8.0,Tourism,30,Previous Visa,UK,Visitor,0,Clear,Passed,74,Waived,50
26.0,South Africa,Kuwait,Married,2.0,Bachelor,Sales,36.0,University Admission,High,Unknown,Work,730,Previous Visa,US,Work,0,Clear,Passed,63,Paid,76
58.0,Chile,Poland,Married,0.0,Master,Technician,29.0,University Admission,Low,IELTS 6.5,Study,365,Clean,Australia,Student,0,Clear,Passed,82,Paid,70
57.0,Singapore,Colombia,Single,0.0,High School,Manager,3.0,Job Offer,Medium,TOEFL 103,Work,730,Clean,Australia,Work,0,Clear,Passed,69,Pending,77
51.0,Guatemala,Colombia,Married,0.0,High School,Chef,2.0,University Admission,Medium,TOEFL 66,Study,365,Clean,US,Student,0,Clear,Passed,92,Paid,59
44.0,Spain,Bangladesh,Single,0.0,High School,Farmer,23.0,Family Sponsor,Low,TOEFL 109,Study,365,Clean,Canada,Student,0,Clear,Failed,70,Paid,71
37.0,Portugal,Colombia,Married,0.0,High School,Student,5.0,University Admission,Medium,TOEFL 80,Study,365,Clean,US,Student,0,Clear,Passed,73,Paid,71
35.0,Peru,Canada,Married,0.0,High School,Analyst,20.0,University Admission,Medium,IELTS 8.0,Work,730,Clean,UK,Work,0,Clear,Passed,79,Pending,77
62.0,Uruguay,Colombia,Single,5.0,Master,Engineer,33.0,Unknown,Medium,IELTS 5.5,Study,365,Clean,Canada,Student,0,Clear,Passed,94,Paid,66
51.0,Sweden,Kenya,Single,0.0,Master,Designer,31.0,Job Offer,Low,Unknown,PR,30,Clean,UK,PR,2,Clear,Passed,91,Paid,54
