applicant_id,age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status
C64843,27,South Africa,Portugal,Married,1,Bachelor,Sales,9,None,High,IELTS 8.0,Study,Long-term,Previous Visa,US,Student,1,Clear,Pending,89,Paid
C68293,19,Philippines,Singapore,Single,2,High School,Driver,1,None,Medium,IELTS 6.5,Work,Short-term,Previous Visa,Australia,Work,0,Clear,Passed,96,Paid
C11982,30,Saudi Arabia,Kuwait,Single,4,Bachelor,Student,0,None,High,TOEFL 77,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,66,Paid
C107069,57,Netherlands,UK,Single,1,Bachelor,Accountant,28,Job Offer,Medium,IELTS 6.0,Work,Short-term,Clean,UK,Work,0,Minor Offense,Passed,64,Paid
C07397,45,Italy,Belgium,Single,2,Bachelor,Nurse,17,Family Sponsor,Medium,TOEFL 95,Study,Short-term,Clean,Australia,Student,0,Clear,Passed,79,Paid
C13519,31,Mexico,Saudi Arabia,Single,4,Master,Manager,38,Family Sponsor,Medium,None,Work,Short-term,Clean,UK,Work,0,Clear,Passed,96,Paid
C67956,52,Venezuela,France,Single,1,Bachelor,Nurse,30,University Admission,High,TOEFL 105,Family,Short-term,Clean,UK,Family,3,Clear,Passed,76,Pending
C86387,65,South Korea,Japan,Single,3,Bachelor,Developer,5,Job Offer,Medium,IELTS 6.0,Work,Short-term,Clean,US,Work,0,Clear,Pending,70,Paid
C25274,44,Venezuela,Argentina,Married,3,High School,Nurse,4,University Admission,Medium,TOEFL 79,Study,Long-term,Previous Visa,Canada,Student,0,Clear,Passed,87,Pending
C16078,46,Ethiopia,Guatemala,Single,4,Bachelor,Artist,23,Job Offer,Medium,None,Work,Long-term,Clean,US,Work,0,Clear,Passed,64,Paid
A07025,53,Paraguay,Turkey,Married,5,Bachelor,Sales,1,Family Sponsor,Medium,TOEFL 82,Study,Long-term,Previous Visa,US,,0,Clear,Passed,70,Paid
C42089,65,Paraguay,Italy,Divorced,3,PhD,Manager,32,Family Sponsor,High,TOEFL 91,Study,Short-term,Previous Visa,Germany,Student,1,Clear,Passed,98,Paid
C94362,64,Egypt,New Zealand,Single,3,Bachelor,Driver,25,University Admission,Low,TOEFL 84,Family,Short-term,Clean,Canada,Family,0,Clear,Passed,95,Paid
C36540,40,Finland,South Africa,Single,5,High School,Sales,32,Family Sponsor,Medium,TOEFL 92,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,63,Paid
C75239,37,Thailand,Nepal,Married,4,Bachelor,Chef,36,Family Sponsor,Medium,TOEFL 111,PR,Permanent,Previous Visa,Canada,PR,0,Clear,Passed,94,Paid
C108986,22,Ghana,Ethiopia,Single,1,High School,Accountant,24,Job Offer,Low,TOEFL 87,Tourism,Long-term,Clean,UK,Visitor,1,Clear,Failed,74,Paid
C05864,35,Belgium,Chile,Single,1,High School,Nurse,4,University Admission,Low,TOEFL 91,Work,Short-term,Clean,US,Work,0,Clear,Passed,75,Pending
C16282,31,Indonesia,Guatemala,Single,4,High School,Manager,16,University Admission,Low,IELTS 5.5,Work,Short-term,Previous Visa,Germany,Work,1,Clear,Passed,91,Paid
C36020,20,Spain,Malaysia,Single,5,High School,Developer,0,University Admission,High,IELTS 5.0,Family,Long-term,Clean,US,Family,1,Clear,Pending,87,Pending
C101383,37,Ireland,Paraguay,Single,1,Bachelor,Engineer,9,Job Offer,Low,TOEFL 79,Tourism,Long-term,Clean,US,Visitor,2,Clear,Passed,65,Paid
C82574,62,South Africa,Germany,Single,3,Bachelor,Designer,18,Job Offer,Low,TOEFL 113,Work,Short-term,Clean,Germany,Work,3,Clear,Passed,74,Paid
C60255,23,Austria,Nepal,Single,4,Master,Engineer,7,Job Offer,High,IELTS 5.0,Study,Long-term,Clean,Canada,Student,0,Clear,Passed,60,Pending
C109396,24,Sri Lanka,US,Single,3,PhD,Artist,14,Job Offer,Low,TOEFL 63,Work,Long-term,Previous Visa,UK,Work,0,Clear,Passed,94,Paid
C23055,44,Tunisia,Venezuela,Married,5,Master,Nurse,19,Job Offer,High,IELTS 8.0,Study,Long-term,Previous Visa,UK,Student,0,Clear,Passed,99,Paid
C31655,61,Sweden,Saudi Arabia,Single,0,Bachelor,Designer,19,Family Sponsor,Medium,TOEFL 71,Work,Short-term,Clean,UK,Work,0,Clear,Passed,78,Paid
C33014,31,Qatar,US,Married,3,High School,Driver,37,Job Offer,High,IELTS 8.5,Study,Long-term,Previous Visa,Canada,Student,0,Clear,Passed,96,Paid
C12855,25,Spain,Switzerland,Married,4,Master,Doctor,11,Job Offer,Low,IELTS 8.5,Work,Short-term,Clean,US,Work,0,Clear,Passed,67,Paid
C62571,37,Australia,Brazil,Single,4,Bachelor,Chef,5,University Admission,Low,IELTS 7.5,Study,Short-term,Previous Visa,Canada,Student,0,Clear,Failed,65,Pending
C34357,31,UK,Norway,Married,3,High School,Artist,16,Job Offer,Low,TOEFL 88,Family,Short-term,Clean,Canada,Family,0,Clear,Passed,64,Paid
C45508,29,New Zealand,Netherlands,Single,4,High School,Teacher,7,Family Sponsor,Low,TOEFL 71,Family,Short-term,Clean,Canada,Family,1,Clear,Passed,97,Pending
C81880,59,Sweden,Tunisia,Married,0,Bachelor,Analyst,18,Job Offer,Low,TOEFL 91,Work,Short-term,Rejected,Canada,Work,0,Clear,Pending,81,Paid
C98340,35,Pakistan,Thailand,Married,5,High School,Doctor,33,Family Sponsor,Low,TOEFL 93,Work,Short-term,Clean,Australia,Work,0,Clear,Failed,85,Paid
C35144,64,Finland,Netherlands,Married,3,High School,Chef,5,Job Offer,Medium,None,Tourism,Short-term,Clean,Canada,Visitor,0,Clear,Passed,68,Paid
C53199,58,Tunisia,Austria,Single,2,High School,Chef,9,Family Sponsor,Low,TOEFL 102,Work,Short-term,Clean,US,Work,2,Clear,Passed,68,Paid
A01179,61,Ireland,South Korea,Divorced,0,High School,Nurse,unknown,Family Sponsor,High,,PR,Short-term,Rejected,US,PR,0,Clear,Passed,62,Paid
A06507,44,South Korea,Peru,Single,two,Bachelor,Accountant,9,Job Offer,Medium,IELTS 8.5,Work,Short-term,Previous Visa,Australia,Unknown,0,Minor Offense,Passed,100,Paid
C53764,19,Argentina,Turkey,Married,4,Master,Accountant,37,None,Medium,TOEFL 111,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,94,Paid
C01838,41,Kenya,Sri Lanka,Married,5,Bachelor,Developer,3,Family Sponsor,Medium,TOEFL 93,Work,Short-term,Clean,Canada,Work,0,Clear,Pending,79,Paid
C91252,35,Germany,Sri Lanka,Married,5,High School,Sales,0,Job Offer,Medium,None,Tourism,Long-term,Previous Visa,Canada,Visitor,0,Clear,Passed,94,Paid
C44490,50,Norway,Pakistan,Single,1,High School,Student,16,Job Offer,Low,TOEFL 89,Special,Short-term,Previous Visa,US,Special,1,Clear,Passed,95,Waived
C71802,49,Venezuela,Guatemala,Single,4,Bachelor,Doctor,20,None,High,TOEFL 100,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,62,Pending
C36523,36,Chile,Turkey,Widowed,5,High School,Developer,19,Job Offer,Medium,TOEFL 105,Family,Short-term,Clean,UK,Family,0,Clear,Passed,100,Paid
C30191,25,Mexico,Philippines,Single,3,Bachelor,Developer,40,Job Offer,Low,TOEFL 70,Work,Long-term,Clean,UK,Work,0,Clear,Passed,84,Waived
C48854,60,Nigeria,Greece,Single,2,Master,Student,40,University Admission,High,TOEFL 109,Work,Short-term,Clean,US,Work,0,Clear,Passed,83,Paid
C37321,20,Ethiopia,South Africa,Single,1,Bachelor,Student,26,Family Sponsor,Low,IELTS 8.5,Study,Long-term,Previous Visa,Canada,Student,2,Clear,Passed,79,Paid
C11572,45,Brazil,UK,Single,5,Master,Engineer,15,Family Sponsor,High,IELTS 6.0,Family,Long-term,Clean,US,Family,1,Clear,Pending,75,Paid
A05204,25,Finland,Denmark,Married,two,Bachelor,Technician,2,University Admission,Medium,TOEFL 111,Work,Long-term,Clean,US,Unknown,0,Clear,Passed,63,Paid
C42774,45,Sri Lanka,Italy,Married,3,Master,Teacher,19,Job Offer,Low,TOEFL 98,Study,Long-term,Clean,US,Student,0,Clear,Passed,87,Waived
C107537,32,Belgium,Sri Lanka,Divorced,1,Master,Manager,2,Job Offer,Medium,IELTS 8.5,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,80,Paid
A07742,21,Turkey,,Divorced,2,PhD,Student,7,None,High,None,Family,Short-term,Previous Visa,US,Family,1,Clear,Passed,84,Paid
C96245,48,Mexico,Denmark,Married,1,High School,Sales,20,Job Offer,Medium,IELTS 8.5,Tourism,Short-term,Clean,Germany,Visitor,0,Clear,Passed,82,Paid
C28725,65,Venezuela,Guatemala,Divorced,2,Bachelor,Chef,10,Job Offer,Medium,None,Study,Short-term,Clean,Germany,Student,0,Clear,Passed,65,Paid
C108341,48,Japan,Belgium,Divorced,4,PhD,Analyst,23,None,High,TOEFL 67,Family,Short-term,Clean,US,Family,0,Clear,Passed,87,Paid
C102471,35,Turkey,Brazil,Single,0,High School,Developer,31,Family Sponsor,Medium,TOEFL 99,Family,Short-term,Clean,UK,Family,0,Clear,Pending,91,Paid
C75303,52,Switzerland,Norway,Single,0,High School,Analyst,0,University Admission,Medium,IELTS 5.5,Study,Short-term,Clean,UK,Student,0,Clear,Pending,82,Paid
C23939,51,India,Morocco,Married,5,Master,Manager,11,Job Offer,High,TOEFL 65,Work,Long-term,Clean,US,Work,3,Clear,Passed,83,Pending
C08730,49,China,Colombia,Single,0,High School,Sales,2,None,Low,IELTS 7.0,Study,Long-term,Clean,UK,Student,0,Clear,Passed,88,Paid
C34203,53,US,Germany,Married,5,High School,Chef,37,Job Offer,Medium,None,Tourism,Short-term,Previous Visa,US,Visitor,1,Clear,Passed,74,Paid
C50477,50,Bangladesh,Guatemala,Married,5,Master,Technician,32,None,Low,IELTS 5.0,Tourism,Long-term,Clean,US,Visitor,1,Clear,Passed,95,Pending
A06259,-5,Honduras,Paraguay,Married,1,PhD,Nurse,34,None,High,None,Special,Permanent,Clean,US,,0,Clear,Pending,64,Paid
C75763,41,South Africa,Colombia,Widowed,4,High School,Designer,5,Family Sponsor,Medium,TOEFL 93,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,92,Paid
A06079,60,Bangladesh,,Widowed,two,Master,Developer,-3,None,Low,IELTS 7.0,PR,Permanent,Clean,Canada,PR,1,Clear,Passed,65,Paid
A00694,32,India,,Married,,Master,Doctor,0,Job Offer,High,None,PR,Short-term,Previous Visa,US,PR,0,Clear,Passed,93,Paid
C36252,42,Portugal,Austria,Married,0,Bachelor,Chef,35,University Admission,Low,TOEFL 69,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,82,Paid
A05615,23,Poland,South Korea,Married,5,Master,Engineer,22,University Admission,High,None,Study,Permanent,Rejected,UK,Student,2,Clear,Pending,62,Paid
C109695,58,China,Sweden,Married,3,Bachelor,Artist,34,University Admission,High,IELTS 7.5,Family,Long-term,Clean,UK,Family,0,Clear,Passed,98,Paid
C105453,59,Pakistan,Spain,Married,2,Master,Chef,2,Job Offer,Medium,TOEFL 95,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,62,Paid
C41146,20,Indonesia,South Africa,Single,4,High School,Technician,20,Job Offer,Medium,TOEFL 86,Family,Long-term,Clean,Canada,Family,0,Clear,Pending,82,Paid
C57249,47,Sri Lanka,Australia,Single,2,High School,Analyst,29,University Admission,Medium,IELTS 7.0,PR,Permanent,Previous Visa,US,PR,1,Clear,Passed,91,Paid
C13497,49,Qatar,Egypt,Married,4,High School,Developer,35,University Admission,Medium,IELTS 6.5,Tourism,Long-term,Clean,UK,Visitor,0,Clear,Passed,67,Waived
C15212,19,Uruguay,Tunisia,Single,4,Bachelor,Manager,26,Job Offer,High,IELTS 7.0,Study,Long-term,Clean,US,Student,1,Clear,Passed,98,Paid
C44189,38,Uruguay,Tunisia,Single,0,PhD,Teacher,17,Family Sponsor,Medium,TOEFL 74,Family,Short-term,Clean,Germany,Family,0,Clear,Passed,62,Paid
C58919,60,Portugal,Philippines,Married,0,High School,Student,1,University Admission,Medium,TOEFL 70,Family,Short-term,Clean,US,Family,0,Clear,Passed,67,Paid
C66176,19,Nepal,Egypt,Single,0,Bachelor,Nurse,29,University Admission,Medium,TOEFL 96,Study,Long-term,Clean,Australia,Student,1,Clear,Passed,94,Paid
C81751,55,Venezuela,Brazil,Married,5,High School,Manager,15,University Admission,Medium,IELTS 8.5,Family,Short-term,Clean,US,Family,1,Clear,Passed,91,Pending
C43533,21,US,Vietnam,Married,5,PhD,Sales,23,Job Offer,Medium,None,Work,Long-term,Clean,Australia,Work,0,Clear,Pending,73,Waived
C03341,26,Australia,Chile,Single,2,High School,Technician,21,University Admission,High,IELTS 8.5,PR,Permanent,Clean,Australia,PR,0,Clear,Passed,67,Paid
C70370,54,South Africa,Uruguay,Married,3,Master,Sales,15,Job Offer,Medium,IELTS 5.5,Tourism,Long-term,Previous Visa,Germany,Visitor,0,Clear,Pending,86,Paid
A05359,unknown,Switzerland,Malaysia,Single,4,Bachelor,Engineer,41 years,University Admission,Medium,,PR,Long-term,Rejected,Australia,PR,0,Clear,Passed,93,Paid
C81263,33,Qatar,South Korea,Single,3,High School,Student,18,University Admission,Low,None,Family,Short-term,Clean,UK,Family,0,Clear,Passed,90,Paid
C78382,61,Paraguay,Paraguay,Married,3,Bachelor,Engineer,17,Job Offer,Medium,TOEFL 103,Work,Long-term,Clean,Germany,Work,1,Clear,Passed,88,Pending
C18468,64,UAE,Germany,Single,0,Master,Doctor,32,None,High,IELTS 6.0,Work,Short-term,Clean,Germany,Work,1,Clear,Passed,71,Paid
C51605,64,South Africa,Kenya,Married,0,High School,Teacher,32,Job Offer,High,IELTS 6.5,Family,Short-term,Previous Visa,Australia,Family,1,Clear,Passed,89,Paid
C98987,61,Japan,Germany,Single,3,High School,Driver,26,None,Medium,None,Tourism,Short-term,Rejected,UK,Visitor,0,Clear,Passed,68,Paid
C93785,35,Chile,Morocco,Single,0,High School,Designer,13,University Admission,High,IELTS 8.0,Tourism,Short-term,Previous Visa,US,Visitor,0,Clear,Passed,72,Paid
C76978,45,Switzerland,Venezuela,Married,5,Bachelor,Teacher,37,Job Offer,Medium,None,Study,Short-term,Clean,Canada,Student,0,Clear,Pending,68,Paid
C09604,37,Nepal,India,Married,0,High School,Developer,37,University Admission,High,None,Study,Long-term,Clean,US,Student,1,Minor Offense,Pending,63,Waived
C21747,65,Brazil,Ireland,Single,1,High School,Artist,34,None,Medium,IELTS 8.5,Study,Short-term,Clean,UK,Student,0,Clear,Passed,87,Paid
C82426,30,Spain,Oman,Married,3,High School,Farmer,19,Family Sponsor,Medium,IELTS 6.0,Family,Short-term,Clean,US,Family,0,Clear,Passed,92,Paid
A07399,45,Narnia,Paraguay,Divorced,1,High School,Driver,38,Job Offer,Low,,Tourism,Permanent,Rejected,US,Visitor,2,Clear,Pending,83,Pending
C24998,35,Singapore,Algeria,Married,5,High School,Developer,36,Job Offer,Low,TOEFL 78,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,85,Paid
C59082,26,Qatar,Morocco,Single,0,PhD,Sales,1,Job Offer,Low,IELTS 5.0,Work,Long-term,Previous Visa,US,Work,0,Clear,Passed,93,Pending
C15050,22,Canada,Pakistan,Married,0,Bachelor,Artist,10,None,Medium,IELTS 5.5,Work,Short-term,Clean,UK,Work,2,Clear,Passed,62,Paid
C15980,56,Austria,Germany,Single,0,High School,Designer,33,Job Offer,Low,None,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,89,Paid
C108618,34,New Zealand,Switzerland,Married,5,Bachelor,Manager,17,None,Medium,None,PR,Permanent,Previous Visa,Germany,PR,1,Clear,Pending,61,Paid
A08279,46,Qatar,Venezuela,Divorced,five,Bachelor,Teacher,NaN years,None,Low,TOEFL 91,Work,Permanent,Rejected,Canada,,0,Clear,Passed,72,Paid
C72248,42,US,Paraguay,Single,4,Bachelor,Nurse,11,Job Offer,Medium,IELTS 6.0,Special,Short-term,Clean,Australia,Special,0,Pending,Passed,100,Paid
C96733,53,New Zealand,Germany,Widowed,3,Master,Manager,2,University Admission,Low,IELTS 6.0,Study,Long-term,Clean,US,Student,0,Clear,Passed,60,Paid
C81243,45,Germany,Algeria,Married,3,Master,Doctor,11,Job Offer,Medium,IELTS 6.5,Family,Short-term,Previous Visa,Australia,Family,2,Clear,Failed,98,Pending
C09508,30,France,Guatemala,Single,4,Master,Teacher,4,Job Offer,Medium,IELTS 5.0,Family,Long-term,Clean,US,Family,1,Pending,Passed,86,Paid
C97109,53,Denmark,Ethiopia,Single,3,Master,Driver,17,Family Sponsor,Medium,TOEFL 84,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,96,Paid
A06683,unknown,Italy,Finland,Single,2,Bachelor,Engineer,30,None,Low,TOEFL 78,Study,Long-term,Clean,Canada,Student,1,Clear,Passed,88,Paid
C30833,44,Venezuela,Uruguay,Married,4,Master,Student,32,Job Offer,Medium,TOEFL 110,Work,Short-term,Clean,UK,Work,0,Clear,Pending,66,Paid
C46538,58,Greece,Uruguay,Single,4,High School,Chef,28,Job Offer,Low,TOEFL 89,Work,Long-term,Rejected,Australia,Work,0,Clear,Passed,92,Paid
C44187,65,Peru,Paraguay,Married,4,Bachelor,Analyst,2,University Admission,Medium,IELTS 5.0,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,76,Paid
C27630,48,Algeria,Italy,Single,5,High School,Chef,25,None,Medium,TOEFL 103,Family,Long-term,Clean,Australia,Family,1,Clear,Passed,62,Paid
C68246,36,Honduras,Germany,Married,0,Bachelor,Student,21,None,Medium,None,Work,Short-term,Clean,US,Work,0,Clear,Passed,94,Paid
C64706,33,Brazil,Malaysia,Single,2,Bachelor,Technician,36,Job Offer,High,IELTS 7.0,Family,Short-term,Clean,Australia,Family,2,Clear,Pending,64,Paid
A00113,34,,Egypt,Married,,Bachelor,Artist,,Job Offer,Low,IELTS 7.0,Work,Long-term,Clean,UK,Work,0,Clear,Passed,85,Paid
A06571,unknown,Australia,Germany,Widowed,3,PhD,Farmer,-3,None,Medium,IELTS 8.0,Work,Permanent,Rejected,US,Work,0,Clear,Passed,95,Paid
C110025,52,Ireland,Austria,Married,0,High School,Teacher,25,Job Offer,High,None,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,84,Paid
C16628,45,Netherlands,Kuwait,Single,4,High School,Accountant,0,University Admission,Medium,TOEFL 79,Study,Long-term,Clean,US,Student,1,Clear,Passed,64,Paid
C84244,59,Sri Lanka,China,Single,0,Bachelor,Driver,32,Family Sponsor,High,IELTS 8.0,Family,Long-term,Rejected,UK,Family,0,Clear,Passed,81,Paid
C08291,35,Morocco,Singapore,Single,5,High School,Student,10,University Admission,Medium,None,Study,Short-term,Rejected,US,Student,0,Clear,Pending,82,Pending
C35674,36,Australia,Malaysia,Married,1,Bachelor,Doctor,15,University Admission,Low,IELTS 7.5,Study,Short-term,Clean,US,Student,1,Clear,Passed,85,Paid
C39788,50,Bangladesh,Chile,Single,0,High School,Chef,22,Job Offer,Medium,TOEFL 72,Study,Long-term,Previous Visa,US,Student,0,Minor Offense,Passed,83,Pending
C55754,42,Guatemala,Switzerland,Married,5,High School,Nurse,28,University Admission,High,TOEFL 63,Family,Short-term,Clean,UK,Family,0,Clear,Passed,86,Paid
C98908,43,India,China,Married,5,Bachelor,Nurse,36,Job Offer,Low,TOEFL 115,Study,Long-term,Clean,US,Student,0,Minor Offense,Passed,68,Paid
C45389,25,Pakistan,Sri Lanka,Single,0,Bachelor,Student,29,University Admission,Low,IELTS 7.5,Work,Long-term,Clean,US,Work,1,Clear,Pending,87,Paid
C64682,59,Netherlands,Oman,Married,5,Bachelor,Student,32,Family Sponsor,High,IELTS 8.0,Study,Long-term,Rejected,UK,Student,0,Clear,Passed,86,Paid
C18151,24,South Africa,Paraguay,Single,2,Bachelor,Teacher,6,Job Offer,Medium,TOEFL 87,Work,Short-term,Clean,US,Work,0,Clear,Passed,100,Paid
C00994,61,Pakistan,Ireland,Single,4,High School,Accountant,29,Job Offer,Medium,IELTS 8.5,Study,Long-term,Clean,US,Student,0,Clear,Passed,64,Paid
C02121,49,Honduras,Canada,Single,1,High School,Designer,7,None,High,TOEFL 109,Family,Long-term,Clean,Australia,Family,0,Clear,Passed,66,Paid
C33095,32,Vietnam,Bangladesh,Married,5,Master,Doctor,15,Job Offer,Low,IELTS 5.5,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,84,Waived
C12385,22,Denmark,Honduras,Single,5,High School,Engineer,30,University Admission,Medium,IELTS 8.0,Family,Long-term,Previous Visa,Australia,Family,1,Clear,Passed,63,Paid
C11740,32,Singapore,Vietnam,Married,4,Bachelor,Driver,7,Family Sponsor,Medium,IELTS 5.5,Tourism,Long-term,Clean,UK,Visitor,0,Clear,Passed,99,Pending
C77813,60,Poland,UAE,Single,1,Bachelor,Accountant,13,University Admission,High,TOEFL 115,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,64,Paid
C66887,49,Malaysia,Tunisia,Married,1,Bachelor,Accountant,10,Family Sponsor,Medium,IELTS 7.5,Work,Long-term,Previous Visa,UK,Work,1,Clear,Passed,67,Pending
C50004,63,Colombia,Peru,Married,4,High School,Manager,34,Job Offer,Medium,IELTS 6.5,Study,Long-term,Clean,Germany,Student,2,Clear,Passed,65,Paid
C77164,59,UK,Italy,Divorced,1,High School,Analyst,39,Job Offer,High,None,Study,Long-term,Previous Visa,UK,Student,0,Clear,Passed,67,Waived
C74089,43,Oman,Bangladesh,Married,2,Bachelor,Developer,0,None,Medium,IELTS 8.5,Study,Long-term,Previous Visa,UK,Student,2,Clear,Passed,82,Paid
C82118,57,US,Finland,Single,5,High School,Driver,16,Job Offer,Medium,TOEFL 107,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,74,Paid
C05100,60,US,Germany,Divorced,0,Bachelor,Analyst,21,University Admission,Medium,TOEFL 71,Family,Long-term,Previous Visa,Germany,Family,1,Clear,Pending,67,Paid
A06032,unknown,Belgium,Colombia,Widowed,0,Bachelor,Engineer,NaN years,University Admission,Medium,,Family,Short-term,Clean,UK,Family,2,Clear,Pending,96,Paid
C29513,25,Germany,Austria,Single,1,High School,Doctor,13,None,High,IELTS 5.5,Study,Long-term,Clean,UK,Student,0,Clear,Pending,79,Paid
C103746,25,UK,Indonesia,Single,4,Bachelor,Teacher,1,Job Offer,Medium,None,Work,Long-term,Previous Visa,US,Work,0,Clear,Passed,84,Waived
C52180,27,Canada,UAE,Single,1,Bachelor,Nurse,1,Job Offer,High,IELTS 7.5,Work,Long-term,Clean,UK,Work,1,Clear,Passed,62,Paid
C37989,62,Paraguay,Germany,Single,0,Master,Sales,8,Job Offer,Medium,TOEFL 108,Study,Long-term,Clean,Germany,Student,0,Clear,Passed,96,Paid
C76343,29,Thailand,Saudi Arabia,Married,5,High School,Manager,17,Family Sponsor,Medium,TOEFL 102,Study,Long-term,Clean,UK,Student,0,Clear,Passed,65,Paid
C25271,51,Bangladesh,Venezuela,Single,0,Bachelor,Driver,26,University Admission,Medium,None,Family,Long-term,Clean,US,Family,1,Clear,Passed,88,Pending
C15047,51,Paraguay,Bangladesh,Single,0,Bachelor,Manager,9,University Admission,Low,IELTS 6.5,Family,Short-term,Clean,UK,Family,0,Pending,Passed,77,Paid
C44357,42,Oman,Finland,Married,4,Bachelor,Sales,21,Family Sponsor,Low,TOEFL 65,Study,Short-term,Clean,US,Student,0,Clear,Passed,93,Paid
C84185,30,Belgium,Greece,Married,3,Bachelor,Technician,28,University Admission,Medium,TOEFL 78,Special,Long-term,Clean,UK,Special,2,Clear,Pending,87,Paid
C15267,41,Indonesia,Ghana,Divorced,5,Bachelor,Teacher,2,Job Offer,High,TOEFL 77,Study,Long-term,Clean,Germany,Student,0,Clear,Passed,80,Paid
A07989,21,Algeria,,Widowed,0,High School,Nurse,37,None,Medium,TOEFL 81,Study,Short-term,Previous Visa,US,Unknown,1,Clear,Passed,71,Paid
A04154,59,Paraguay,Malaysia,Divorced,-1,PhD,Doctor,5,Job Offer,Low,IELTS 8.5,Study,Short-term,Previous Visa,Canada,Student,0,Clear,Passed,85,Paid
C95384,36,Indonesia,Qatar,Married,4,PhD,Designer,32,None,Medium,None,Study,Short-term,Clean,US,Student,2,Clear,Passed,68,Paid
C46535,45,Honduras,Guatemala,Single,0,High School,Teacher,7,University Admission,Low,TOEFL 88,Work,Short-term,Clean,US,Work,1,Clear,Passed,72,Paid
C12638,46,Qatar,Denmark,Single,2,High School,Accountant,36,University Admission,Medium,IELTS 7.5,Family,Short-term,Rejected,US,Family,0,Clear,Passed,76,Paid
A02414,58,China,Bangladesh,Single,,High School,Chef,,Job Offer,Medium,TOEFL 66,Family,Permanent,Previous Visa,Germany,Family,2,Minor Offense,Passed,79,Paid
C73703,22,Denmark,Qatar,Single,3,High School,Teacher,17,Job Offer,Medium,IELTS 7.5,Work,Short-term,Clean,Germany,Work,0,Clear,Passed,98,Paid
C35690,22,Finland,Chile,Married,5,Master,Designer,6,None,Medium,IELTS 7.0,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,91,Paid
C56823,34,Italy,Australia,Married,4,Bachelor,Student,9,Job Offer,Medium,IELTS 8.0,Study,Short-term,Clean,UK,Student,0,Clear,Passed,70,Pending
C39414,23,Singapore,Sri Lanka,Single,5,High School,Designer,8,Job Offer,Medium,TOEFL 112,Study,Long-term,Clean,Germany,Student,0,Clear,Pending,67,Pending
C11224,48,Algeria,Belgium,Divorced,2,Bachelor,Teacher,31,Family Sponsor,Low,IELTS 5.0,Work,Long-term,Previous Visa,UK,Work,1,Minor Offense,Passed,69,Pending
C109686,65,Austria,Finland,Married,0,Bachelor,Technician,15,University Admission,Medium,IELTS 8.5,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,63,Paid
C44432,62,US,Thailand,Married,4,Bachelor,Developer,28,None,High,IELTS 8.5,PR,Permanent,Clean,Canada,PR,0,Clear,Passed,88,Paid
C11829,55,Poland,New Zealand,Married,1,High School,Doctor,21,Job Offer,High,IELTS 7.5,Family,Long-term,Clean,Australia,Family,1,Clear,Failed,91,Paid
C13273,33,New Zealand,Norway,Single,4,Bachelor,Teacher,8,University Admission,Low,IELTS 7.5,Study,Short-term,Clean,Australia,Student,0,Clear,Passed,77,Paid
C80346,64,Netherlands,Ghana,Divorced,5,Bachelor,Nurse,14,None,Low,IELTS 5.0,Family,Short-term,Clean,Germany,Family,0,Clear,Failed,70,Pending
C90771,21,Sri Lanka,Ireland,Single,0,High School,Engineer,5,None,Low,IELTS 7.0,Work,Long-term,Clean,Australia,Work,0,Minor Offense,Passed,70,Paid
C46779,42,Singapore,Germany,Married,4,High School,Engineer,34,Family Sponsor,Medium,IELTS 7.0,PR,Permanent,Clean,Canada,PR,0,Clear,Passed,86,Paid
C99676,33,Argentina,Philippines,Single,2,Master,Developer,33,Job Offer,Medium,TOEFL 80,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,84,Paid
C66965,56,UAE,Pakistan,Single,2,Bachelor,Manager,0,Job Offer,Medium,TOEFL 103,Work,Short-term,Clean,Germany,Work,1,Clear,Passed,94,Paid
C04350,55,Paraguay,Nigeria,Single,0,Master,Chef,13,None,Low,TOEFL 94,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,62,Paid
C68394,39,Netherlands,Tunisia,Single,0,High School,Accountant,36,Family Sponsor,High,None,Work,Short-term,Previous Visa,Germany,Work,0,Clear,Passed,78,Paid
